experiment,head,class,precision,recall,f1_score,support
D_Sampler_Plus_Weighted_Loss,intent,FINANCIAL_REPORTING_AND_OUTLOOK,1.0,0.0345,0.0667,58
D_Sampler_Plus_Weighted_Loss,intent,GENERAL_ASSISTANCE_AND_QA,0.6,0.3333,0.4286,36
D_Sampler_Plus_Weighted_Loss,intent,MARKET_AND_COMPETITIVE_OUTLOOK,0.0,0.0,0.0,14
D_Sampler_Plus_Weighted_Loss,intent,MEDIA_ENTERTAINMENT_AND_UTILITY,0.7949,0.775,0.7848,40
D_Sampler_Plus_Weighted_Loss,intent,MEDICAL_ADVICE_AND_TREATMENT,0.6957,0.9143,0.7901,35
D_Sampler_Plus_Weighted_Loss,intent,MEDICAL_SYMPTOM_AND_CONDITION,0.9524,0.8333,0.8889,24
D_Sampler_Plus_Weighted_Loss,intent,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,0.1818,0.125,0.1481,16
D_Sampler_Plus_Weighted_Loss,intent,PRODUCT_AND_TECHNOLOGY_MANAGEMENT,0.1045,0.3684,0.1628,19
D_Sampler_Plus_Weighted_Loss,intent,TIME_LOCATION_TRAVEL_AND_LOGISTICS,0.5652,0.7647,0.65,17
D_Sampler_Plus_Weighted_Loss,entity_type,BUSINESS_GOVERNANCE_AND_RELATIONS,0.1429,0.2222,0.1739,9
D_Sampler_Plus_Weighted_Loss,entity_type,BUSINESS_OPERATIONS_AND_LOGISTICS,0.1294,0.4074,0.1964,27
D_Sampler_Plus_Weighted_Loss,entity_type,COMMUNICATION_AND_INTERACTION,0.3636,0.3077,0.3333,13
D_Sampler_Plus_Weighted_Loss,entity_type,CORPORATE_FINANCIAL_PERFORMANCE,0.0,0.0,0.0,18
D_Sampler_Plus_Weighted_Loss,entity_type,DIAGNOSTIC_TEST_OR_RESULT,0.5,0.5556,0.5263,9
D_Sampler_Plus_Weighted_Loss,entity_type,ENTERTAINMENT_AND_MEDIA,0.6364,0.7,0.6667,10
D_Sampler_Plus_Weighted_Loss,entity_type,FINANCIAL_METRICS_DETAIL,0.6667,0.0588,0.1081,68
D_Sampler_Plus_Weighted_Loss,entity_type,FINANCIAL_STRATEGY_AND_PLANNING,0.5,0.1081,0.1778,37
D_Sampler_Plus_Weighted_Loss,entity_type,GENERAL_BUSINESS_ADMINISTRATION,0.4286,0.4286,0.4286,28
D_Sampler_Plus_Weighted_Loss,entity_type,GENERAL_INFORMATION_AND_MISCELLANEOUS,0.5833,0.1628,0.2545,43
D_Sampler_Plus_Weighted_Loss,entity_type,MARKET_AND_INDUSTRY_ANALYSIS,0.1818,0.1176,0.1429,34
D_Sampler_Plus_Weighted_Loss,entity_type,MEDICAL_CONDITION_OR_CLINICAL_STATE,0.2593,0.5385,0.35,13
D_Sampler_Plus_Weighted_Loss,entity_type,MEDICAL_SYMPTOM,0.8,0.4615,0.5854,26
D_Sampler_Plus_Weighted_Loss,entity_type,MEDICATION_OR_DRUG,0.375,0.25,0.3,12
D_Sampler_Plus_Weighted_Loss,entity_type,PERSONAL_AND_DAILY_LIFE,0.0,0.0,0.0,2
D_Sampler_Plus_Weighted_Loss,entity_type,PRODUCT_AND_SERVICE_MANAGEMENT,0.0,0.0,0.0,7
D_Sampler_Plus_Weighted_Loss,entity_type,REGULATORY_AND_ENVIRONMENTAL_CONTEXT,0.1818,0.5,0.2667,4
D_Sampler_Plus_Weighted_Loss,entity_type,SALES_AND_CUSTOMER_ENGAGEMENT,0.0698,0.1579,0.0968,19
D_Sampler_Plus_Weighted_Loss,entity_type,TECHNOLOGY_AND_DIGITAL_INFRASTRUCTURE,0.102,0.2941,0.1515,17
D_Sampler_Plus_Weighted_Loss,entity_type,TREATMENT_OR_HEALTHCARE,0.2069,0.4,0.2727,15
D_Sampler_Plus_Weighted_Loss,urgency,CRITICAL,0.0,0.0,0.0,2
D_Sampler_Plus_Weighted_Loss,urgency,HIGH,0.1111,0.0556,0.0741,18
D_Sampler_Plus_Weighted_Loss,urgency,LOW,0.5139,0.5564,0.5343,133
D_Sampler_Plus_Weighted_Loss,urgency,MEDIUM,0.6044,0.6044,0.6044,182
D_Sampler_Plus_Weighted_Loss,emotion,ANGER,0.3125,0.2381,0.2703,21
D_Sampler_Plus_Weighted_Loss,emotion,DISGUST,0.25,0.25,0.25,24
D_Sampler_Plus_Weighted_Loss,emotion,FEAR,0.0,0.0,0.0,24
D_Sampler_Plus_Weighted_Loss,emotion,JOY,0.2826,0.4815,0.3562,27
D_Sampler_Plus_Weighted_Loss,emotion,NEUTRAL,0.0,0.0,0.0,18
D_Sampler_Plus_Weighted_Loss,emotion,SADNESS,0.1636,0.36,0.225,25
D_Sampler_Plus_Weighted_Loss,emotion,SURPRISE,0.25,0.1429,0.1818,21
RealOnly_EvalAllTest,domain,FINANCIAL,1.0,1.0,1.0,263
RealOnly_EvalAllTest,domain,GENERAL,1.0,1.0,1.0,80
RealOnly_EvalAllTest,domain,MEDICAL,1.0,1.0,1.0,72
RealOnly_EvalAllTest,subdomain,GENERAL_TOPIC,0.5641,0.6111,0.5867,36
RealOnly_EvalAllTest,subdomain,HEALTHCARE,0.1967,0.1846,0.1905,65
RealOnly_EvalAllTest,subdomain,INDUSTRIAL_GOODS,0.3069,0.6444,0.4158,90
RealOnly_EvalAllTest,subdomain,MEDICAL_SPECIALTY,0.5758,0.5278,0.5507,36
RealOnly_EvalAllTest,subdomain,TECHNOLOGY,0.1538,0.0185,0.0331,108
RealOnly_EvalAllTest,subdomain,USER_INTERACTION_TYPE,1.0,1.0,1.0,80
RealOnly_EvalAllTest,intent,BUSINESS_OPERATIONS_AND_HEALTH,0.0811,0.1034,0.0909,29
RealOnly_EvalAllTest,intent,BUSINESS_STRATEGY_AND_PROJECT_PLANNING,0.2308,0.3333,0.2727,27
RealOnly_EvalAllTest,intent,COMMUNICATION_EMAIL_CALL_AND_CONTACTS,0.2917,0.3889,0.3333,18
RealOnly_EvalAllTest,intent,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,0.1429,0.027,0.0455,37
RealOnly_EvalAllTest,intent,FINANCIAL_PERFORMANCE_AND_SEGMENT_ANALYSIS,0.2917,0.4667,0.359,45
RealOnly_EvalAllTest,intent,FINANCIAL_REPORTING_AND_OUTLOOK,0.2667,0.2759,0.2712,58
RealOnly_EvalAllTest,intent,GENERAL_ASSISTANCE_AND_QA,0.5556,0.4167,0.4762,36
RealOnly_EvalAllTest,intent,MARKET_AND_COMPETITIVE_OUTLOOK,0.0,0.0,0.0,14
RealOnly_EvalAllTest,intent,MEDIA_ENTERTAINMENT_AND_UTILITY,0.8205,0.8,0.8101,40
RealOnly_EvalAllTest,intent,MEDICAL_ADVICE_AND_TREATMENT,0.7333,0.9429,0.825,35
RealOnly_EvalAllTest,intent,MEDICAL_SYMPTOM_AND_CONDITION,1.0,0.9167,0.9565,24
RealOnly_EvalAllTest,intent,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,0.2632,0.3125,0.2857,16
RealOnly_EvalAllTest,intent,PRODUCT_AND_TECHNOLOGY_MANAGEMENT,0.0,0.0,0.0,19
RealOnly_EvalAllTest,intent,TIME_LOCATION_TRAVEL_AND_LOGISTICS,0.6471,0.6471,0.6471,17
RealOnly_EvalAllTest,entity_type,BUSINESS_GOVERNANCE_AND_RELATIONS,0.0,0.0,0.0,9
RealOnly_EvalAllTest,entity_type,BUSINESS_OPERATIONS_AND_LOGISTICS,0.1,0.037,0.0541,27
RealOnly_EvalAllTest,entity_type,COMMUNICATION_AND_INTERACTION,0.5556,0.3846,0.4545,13
RealOnly_EvalAllTest,entity_type,CORPORATE_FINANCIAL_PERFORMANCE,0.0,0.0,0.0,18
RealOnly_EvalAllTest,entity_type,DIAGNOSTIC_TEST_OR_RESULT,0.4286,0.6667,0.5217,9
RealOnly_EvalAllTest,entity_type,ENTERTAINMENT_AND_MEDIA,0.7778,0.7,0.7368,10
RealOnly_EvalAllTest,entity_type,FINANCIAL_METRICS_DETAIL,0.3056,0.6471,0.4151,68
RealOnly_EvalAllTest,entity_type,FINANCIAL_STRATEGY_AND_PLANNING,0.193,0.2973,0.234,37
RealOnly_EvalAllTest,entity_type,GENERAL_BUSINESS_ADMINISTRATION,0.7059,0.4286,0.5333,28
RealOnly_EvalAllTest,entity_type,GENERAL_INFORMATION_AND_MISCELLANEOUS,0.4615,0.5581,0.5053,43
RealOnly_EvalAllTest,entity_type,MARKET_AND_INDUSTRY_ANALYSIS,0.1429,0.0882,0.1091,34
RealOnly_EvalAllTest,entity_type,MEDICAL_CONDITION_OR_CLINICAL_STATE,0.3478,0.6154,0.4444,13
RealOnly_EvalAllTest,entity_type,MEDICAL_SYMPTOM,0.76,0.7308,0.7451,26
RealOnly_EvalAllTest,entity_type,MEDICATION_OR_DRUG,0.0,0.0,0.0,12
RealOnly_EvalAllTest,entity_type,PERSONAL_AND_DAILY_LIFE,0.0,0.0,0.0,2
RealOnly_EvalAllTest,entity_type,PRODUCT_AND_SERVICE_MANAGEMENT,0.0,0.0,0.0,7
RealOnly_EvalAllTest,entity_type,REGULATORY_AND_ENVIRONMENTAL_CONTEXT,0.0,0.0,0.0,4
RealOnly_EvalAllTest,entity_type,SALES_AND_CUSTOMER_ENGAGEMENT,0.0,0.0,0.0,19
RealOnly_EvalAllTest,entity_type,TECHNOLOGY_AND_DIGITAL_INFRASTRUCTURE,0.0,0.0,0.0,17
RealOnly_EvalAllTest,entity_type,TREATMENT_OR_HEALTHCARE,0.4286,0.2,0.2727,15
RealOnly_EvalAllTest,urgency,CRITICAL,0.0,0.0,0.0,2
RealOnly_EvalAllTest,urgency,HIGH,0.0,0.0,0.0,18
RealOnly_EvalAllTest,urgency,LOW,0.5093,0.4135,0.4564,133
RealOnly_EvalAllTest,urgency,MEDIUM,0.5727,0.7143,0.6357,182
RealOnly_EvalAllTest,emotion,ANGER,0.3,0.2857,0.2927,21
RealOnly_EvalAllTest,emotion,DISGUST,0.4,0.1667,0.2353,24
RealOnly_EvalAllTest,emotion,FEAR,0.25,0.0417,0.0714,24
RealOnly_EvalAllTest,emotion,JOY,0.4348,0.3704,0.4,27
RealOnly_EvalAllTest,emotion,NEUTRAL,0.2222,0.6667,0.3333,18
RealOnly_EvalAllTest,emotion,SADNESS,0.3333,0.16,0.2162,25
RealOnly_EvalAllTest,emotion,SURPRISE,0.2432,0.4286,0.3103,21
RealOnly_EvalRealTest,domain,FINANCIAL,1.0,1.0,1.0,263
RealOnly_EvalRealTest,domain,GENERAL,1.0,1.0,1.0,80
RealOnly_EvalRealTest,domain,MEDICAL,1.0,1.0,1.0,72
RealOnly_EvalRealTest,subdomain,GENERAL_TOPIC,0.5641,0.6111,0.5867,36
RealOnly_EvalRealTest,subdomain,HEALTHCARE,0.1967,0.1846,0.1905,65
RealOnly_EvalRealTest,subdomain,INDUSTRIAL_GOODS,0.3069,0.6444,0.4158,90
RealOnly_EvalRealTest,subdomain,MEDICAL_SPECIALTY,0.5758,0.5278,0.5507,36
RealOnly_EvalRealTest,subdomain,TECHNOLOGY,0.1538,0.0185,0.0331,108
RealOnly_EvalRealTest,subdomain,USER_INTERACTION_TYPE,1.0,1.0,1.0,80
RealOnly_EvalRealTest,intent,BUSINESS_OPERATIONS_AND_HEALTH,0.0811,0.1034,0.0909,29
RealOnly_EvalRealTest,intent,BUSINESS_STRATEGY_AND_PROJECT_PLANNING,0.2308,0.3333,0.2727,27
RealOnly_EvalRealTest,intent,COMMUNICATION_EMAIL_CALL_AND_CONTACTS,0.2917,0.3889,0.3333,18
RealOnly_EvalRealTest,intent,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,0.1429,0.027,0.0455,37
RealOnly_EvalRealTest,intent,FINANCIAL_PERFORMANCE_AND_SEGMENT_ANALYSIS,0.2917,0.4667,0.359,45
RealOnly_EvalRealTest,intent,FINANCIAL_REPORTING_AND_OUTLOOK,0.2667,0.2759,0.2712,58
RealOnly_EvalRealTest,intent,GENERAL_ASSISTANCE_AND_QA,0.5556,0.4167,0.4762,36
RealOnly_EvalRealTest,intent,MARKET_AND_COMPETITIVE_OUTLOOK,0.0,0.0,0.0,14
RealOnly_EvalRealTest,intent,MEDIA_ENTERTAINMENT_AND_UTILITY,0.8205,0.8,0.8101,40
RealOnly_EvalRealTest,intent,MEDICAL_ADVICE_AND_TREATMENT,0.7333,0.9429,0.825,35
RealOnly_EvalRealTest,intent,MEDICAL_SYMPTOM_AND_CONDITION,1.0,0.9167,0.9565,24
RealOnly_EvalRealTest,intent,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,0.2632,0.3125,0.2857,16
RealOnly_EvalRealTest,intent,PRODUCT_AND_TECHNOLOGY_MANAGEMENT,0.0,0.0,0.0,19
RealOnly_EvalRealTest,intent,TIME_LOCATION_TRAVEL_AND_LOGISTICS,0.6471,0.6471,0.6471,17
RealOnly_EvalRealTest,entity_type,BUSINESS_GOVERNANCE_AND_RELATIONS,0.0,0.0,0.0,9
RealOnly_EvalRealTest,entity_type,BUSINESS_OPERATIONS_AND_LOGISTICS,0.1,0.037,0.0541,27
RealOnly_EvalRealTest,entity_type,COMMUNICATION_AND_INTERACTION,0.5556,0.3846,0.4545,13
RealOnly_EvalRealTest,entity_type,CORPORATE_FINANCIAL_PERFORMANCE,0.0,0.0,0.0,18
RealOnly_EvalRealTest,entity_type,DIAGNOSTIC_TEST_OR_RESULT,0.4286,0.6667,0.5217,9
RealOnly_EvalRealTest,entity_type,ENTERTAINMENT_AND_MEDIA,0.7778,0.7,0.7368,10
RealOnly_EvalRealTest,entity_type,FINANCIAL_METRICS_DETAIL,0.3056,0.6471,0.4151,68
RealOnly_EvalRealTest,entity_type,FINANCIAL_STRATEGY_AND_PLANNING,0.193,0.2973,0.234,37
RealOnly_EvalRealTest,entity_type,GENERAL_BUSINESS_ADMINISTRATION,0.7059,0.4286,0.5333,28
RealOnly_EvalRealTest,entity_type,GENERAL_INFORMATION_AND_MISCELLANEOUS,0.4615,0.5581,0.5053,43
RealOnly_EvalRealTest,entity_type,MARKET_AND_INDUSTRY_ANALYSIS,0.1429,0.0882,0.1091,34
RealOnly_EvalRealTest,entity_type,MEDICAL_CONDITION_OR_CLINICAL_STATE,0.3478,0.6154,0.4444,13
RealOnly_EvalRealTest,entity_type,MEDICAL_SYMPTOM,0.76,0.7308,0.7451,26
RealOnly_EvalRealTest,entity_type,MEDICATION_OR_DRUG,0.0,0.0,0.0,12
RealOnly_EvalRealTest,entity_type,PERSONAL_AND_DAILY_LIFE,0.0,0.0,0.0,2
RealOnly_EvalRealTest,entity_type,PRODUCT_AND_SERVICE_MANAGEMENT,0.0,0.0,0.0,7
RealOnly_EvalRealTest,entity_type,REGULATORY_AND_ENVIRONMENTAL_CONTEXT,0.0,0.0,0.0,4
RealOnly_EvalRealTest,entity_type,SALES_AND_CUSTOMER_ENGAGEMENT,0.0,0.0,0.0,19
RealOnly_EvalRealTest,entity_type,TECHNOLOGY_AND_DIGITAL_INFRASTRUCTURE,0.0,0.0,0.0,17
RealOnly_EvalRealTest,entity_type,TREATMENT_OR_HEALTHCARE,0.4286,0.2,0.2727,15
RealOnly_EvalRealTest,urgency,CRITICAL,0.0,0.0,0.0,2
RealOnly_EvalRealTest,urgency,HIGH,0.0,0.0,0.0,18
RealOnly_EvalRealTest,urgency,LOW,0.5093,0.4135,0.4564,133
RealOnly_EvalRealTest,urgency,MEDIUM,0.5727,0.7143,0.6357,182
RealOnly_EvalRealTest,emotion,ANGER,0.3,0.2857,0.2927,21
RealOnly_EvalRealTest,emotion,DISGUST,0.4,0.1667,0.2353,24
RealOnly_EvalRealTest,emotion,FEAR,0.25,0.0417,0.0714,24
RealOnly_EvalRealTest,emotion,JOY,0.4348,0.3704,0.4,27
RealOnly_EvalRealTest,emotion,NEUTRAL,0.2222,0.6667,0.3333,18
RealOnly_EvalRealTest,emotion,SADNESS,0.3333,0.16,0.2162,25
RealOnly_EvalRealTest,emotion,SURPRISE,0.2432,0.4286,0.3103,21
RealPlusSynth_EvalAllTest,domain,FINANCIAL,1.0,1.0,1.0,263
RealPlusSynth_EvalAllTest,domain,GENERAL,1.0,1.0,1.0,80
RealPlusSynth_EvalAllTest,domain,MEDICAL,1.0,1.0,1.0,72
RealPlusSynth_EvalAllTest,subdomain,GENERAL_TOPIC,0.6591,0.8056,0.725,36
RealPlusSynth_EvalAllTest,subdomain,HEALTHCARE,0.2537,0.5231,0.3417,65
RealPlusSynth_EvalAllTest,subdomain,INDUSTRIAL_GOODS,0.2846,0.3889,0.3286,90
RealPlusSynth_EvalAllTest,subdomain,MEDICAL_SPECIALTY,0.75,0.5833,0.6562,36
RealPlusSynth_EvalAllTest,subdomain,TECHNOLOGY,0.0,0.0,0.0,108
RealPlusSynth_EvalAllTest,subdomain,USER_INTERACTION_TYPE,1.0,1.0,1.0,80
RealPlusSynth_EvalAllTest,intent,BUSINESS_OPERATIONS_AND_HEALTH,0.1429,0.0345,0.0556,29
RealPlusSynth_EvalAllTest,intent,BUSINESS_STRATEGY_AND_PROJECT_PLANNING,0.1806,0.4815,0.2626,27
RealPlusSynth_EvalAllTest,intent,COMMUNICATION_EMAIL_CALL_AND_CONTACTS,0.35,0.3889,0.3684,18
RealPlusSynth_EvalAllTest,intent,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,0.0,0.0,0.0,37
RealPlusSynth_EvalAllTest,intent,FINANCIAL_PERFORMANCE_AND_SEGMENT_ANALYSIS,0.2963,0.3556,0.3232,45
RealPlusSynth_EvalAllTest,intent,FINANCIAL_REPORTING_AND_OUTLOOK,0.2809,0.431,0.3401,58
RealPlusSynth_EvalAllTest,intent,GENERAL_ASSISTANCE_AND_QA,0.5652,0.3611,0.4407,36
RealPlusSynth_EvalAllTest,intent,MARKET_AND_COMPETITIVE_OUTLOOK,0.0,0.0,0.0,14
RealPlusSynth_EvalAllTest,intent,MEDIA_ENTERTAINMENT_AND_UTILITY,0.875,0.7,0.7778,40
RealPlusSynth_EvalAllTest,intent,MEDICAL_ADVICE_AND_TREATMENT,0.75,0.6857,0.7164,35
RealPlusSynth_EvalAllTest,intent,MEDICAL_SYMPTOM_AND_CONDITION,0.8636,0.7917,0.8261,24
RealPlusSynth_EvalAllTest,intent,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,0.2903,0.5625,0.383,16
RealPlusSynth_EvalAllTest,intent,PRODUCT_AND_TECHNOLOGY_MANAGEMENT,0.0,0.0,0.0,19
RealPlusSynth_EvalAllTest,intent,TIME_LOCATION_TRAVEL_AND_LOGISTICS,0.4643,0.7647,0.5778,17
RealPlusSynth_EvalAllTest,entity_type,BUSINESS_GOVERNANCE_AND_RELATIONS,0.0,0.0,0.0,9
RealPlusSynth_EvalAllTest,entity_type,BUSINESS_OPERATIONS_AND_LOGISTICS,0.0,0.0,0.0,27
RealPlusSynth_EvalAllTest,entity_type,COMMUNICATION_AND_INTERACTION,1.0,0.3846,0.5556,13
RealPlusSynth_EvalAllTest,entity_type,CORPORATE_FINANCIAL_PERFORMANCE,0.0,0.0,0.0,18
RealPlusSynth_EvalAllTest,entity_type,DIAGNOSTIC_TEST_OR_RESULT,0.4,0.4444,0.4211,9
RealPlusSynth_EvalAllTest,entity_type,ENTERTAINMENT_AND_MEDIA,1.0,0.7,0.8235,10
RealPlusSynth_EvalAllTest,entity_type,FINANCIAL_METRICS_DETAIL,0.311,0.75,0.4397,68
RealPlusSynth_EvalAllTest,entity_type,FINANCIAL_STRATEGY_AND_PLANNING,0.2281,0.3514,0.2766,37
RealPlusSynth_EvalAllTest,entity_type,GENERAL_BUSINESS_ADMINISTRATION,0.5882,0.3571,0.4444,28
RealPlusSynth_EvalAllTest,entity_type,GENERAL_INFORMATION_AND_MISCELLANEOUS,0.3919,0.6744,0.4957,43
RealPlusSynth_EvalAllTest,entity_type,MARKET_AND_INDUSTRY_ANALYSIS,0.0,0.0,0.0,34
RealPlusSynth_EvalAllTest,entity_type,MEDICAL_CONDITION_OR_CLINICAL_STATE,0.2727,0.4615,0.3429,13
RealPlusSynth_EvalAllTest,entity_type,MEDICAL_SYMPTOM,0.8,0.7692,0.7843,26
RealPlusSynth_EvalAllTest,entity_type,MEDICATION_OR_DRUG,0.5385,0.5833,0.56,12
RealPlusSynth_EvalAllTest,entity_type,PERSONAL_AND_DAILY_LIFE,0.0,0.0,0.0,2
RealPlusSynth_EvalAllTest,entity_type,PRODUCT_AND_SERVICE_MANAGEMENT,0.0,0.0,0.0,7
RealPlusSynth_EvalAllTest,entity_type,REGULATORY_AND_ENVIRONMENTAL_CONTEXT,0.0,0.0,0.0,4
RealPlusSynth_EvalAllTest,entity_type,SALES_AND_CUSTOMER_ENGAGEMENT,0.0,0.0,0.0,19
RealPlusSynth_EvalAllTest,entity_type,TECHNOLOGY_AND_DIGITAL_INFRASTRUCTURE,0.0,0.0,0.0,17
RealPlusSynth_EvalAllTest,entity_type,TREATMENT_OR_HEALTHCARE,1.0,0.2667,0.4211,15
RealPlusSynth_EvalAllTest,urgency,CRITICAL,0.0,0.0,0.0,2
RealPlusSynth_EvalAllTest,urgency,HIGH,0.1667,0.0556,0.0833,18
RealPlusSynth_EvalAllTest,urgency,LOW,0.5229,0.6015,0.5594,133
RealPlusSynth_EvalAllTest,urgency,MEDIUM,0.6193,0.5989,0.6089,182
RealPlusSynth_EvalAllTest,emotion,ANGER,1.0,0.0952,0.1739,21
RealPlusSynth_EvalAllTest,emotion,DISGUST,0.3158,0.25,0.2791,24
RealPlusSynth_EvalAllTest,emotion,FEAR,0.5263,0.4167,0.4651,24
RealPlusSynth_EvalAllTest,emotion,JOY,0.2885,0.5556,0.3797,27
RealPlusSynth_EvalAllTest,emotion,NEUTRAL,0.25,0.1667,0.2,18
RealPlusSynth_EvalAllTest,emotion,SADNESS,0.2381,0.2,0.2174,25
RealPlusSynth_EvalAllTest,emotion,SURPRISE,0.2857,0.4762,0.3571,21
RealPlusSynth_EvalRealTest,domain,FINANCIAL,1.0,1.0,1.0,263
RealPlusSynth_EvalRealTest,domain,GENERAL,1.0,1.0,1.0,80
RealPlusSynth_EvalRealTest,domain,MEDICAL,1.0,1.0,1.0,72
RealPlusSynth_EvalRealTest,subdomain,GENERAL_TOPIC,0.6591,0.8056,0.725,36
RealPlusSynth_EvalRealTest,subdomain,HEALTHCARE,0.2537,0.5231,0.3417,65
RealPlusSynth_EvalRealTest,subdomain,INDUSTRIAL_GOODS,0.2846,0.3889,0.3286,90
RealPlusSynth_EvalRealTest,subdomain,MEDICAL_SPECIALTY,0.75,0.5833,0.6562,36
RealPlusSynth_EvalRealTest,subdomain,TECHNOLOGY,0.0,0.0,0.0,108
RealPlusSynth_EvalRealTest,subdomain,USER_INTERACTION_TYPE,1.0,1.0,1.0,80
RealPlusSynth_EvalRealTest,intent,BUSINESS_OPERATIONS_AND_HEALTH,0.1429,0.0345,0.0556,29
RealPlusSynth_EvalRealTest,intent,BUSINESS_STRATEGY_AND_PROJECT_PLANNING,0.1806,0.4815,0.2626,27
RealPlusSynth_EvalRealTest,intent,COMMUNICATION_EMAIL_CALL_AND_CONTACTS,0.35,0.3889,0.3684,18
RealPlusSynth_EvalRealTest,intent,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,0.0,0.0,0.0,37
RealPlusSynth_EvalRealTest,intent,FINANCIAL_PERFORMANCE_AND_SEGMENT_ANALYSIS,0.2963,0.3556,0.3232,45
RealPlusSynth_EvalRealTest,intent,FINANCIAL_REPORTING_AND_OUTLOOK,0.2809,0.431,0.3401,58
RealPlusSynth_EvalRealTest,intent,GENERAL_ASSISTANCE_AND_QA,0.5652,0.3611,0.4407,36
RealPlusSynth_EvalRealTest,intent,MARKET_AND_COMPETITIVE_OUTLOOK,0.0,0.0,0.0,14
RealPlusSynth_EvalRealTest,intent,MEDIA_ENTERTAINMENT_AND_UTILITY,0.875,0.7,0.7778,40
RealPlusSynth_EvalRealTest,intent,MEDICAL_ADVICE_AND_TREATMENT,0.75,0.6857,0.7164,35
RealPlusSynth_EvalRealTest,intent,MEDICAL_SYMPTOM_AND_CONDITION,0.8636,0.7917,0.8261,24
RealPlusSynth_EvalRealTest,intent,MEDICATION_DIAGNOSTICS_AND_CLINICAL_RESEARCH,0.2903,0.5625,0.383,16
RealPlusSynth_EvalRealTest,intent,PRODUCT_AND_TECHNOLOGY_MANAGEMENT,0.0,0.0,0.0,19
RealPlusSynth_EvalRealTest,intent,TIME_LOCATION_TRAVEL_AND_LOGISTICS,0.4643,0.7647,0.5778,17
RealPlusSynth_EvalRealTest,entity_type,BUSINESS_GOVERNANCE_AND_RELATIONS,0.0,0.0,0.0,9
RealPlusSynth_EvalRealTest,entity_type,BUSINESS_OPERATIONS_AND_LOGISTICS,0.0,0.0,0.0,27
RealPlusSynth_EvalRealTest,entity_type,COMMUNICATION_AND_INTERACTION,1.0,0.3846,0.5556,13
RealPlusSynth_EvalRealTest,entity_type,CORPORATE_FINANCIAL_PERFORMANCE,0.0,0.0,0.0,18
RealPlusSynth_EvalRealTest,entity_type,DIAGNOSTIC_TEST_OR_RESULT,0.4,0.4444,0.4211,9
RealPlusSynth_EvalRealTest,entity_type,ENTERTAINMENT_AND_MEDIA,1.0,0.7,0.8235,10
RealPlusSynth_EvalRealTest,entity_type,FINANCIAL_METRICS_DETAIL,0.311,0.75,0.4397,68
RealPlusSynth_EvalRealTest,entity_type,FINANCIAL_STRATEGY_AND_PLANNING,0.2281,0.3514,0.2766,37
RealPlusSynth_EvalRealTest,entity_type,GENERAL_BUSINESS_ADMINISTRATION,0.5882,0.3571,0.4444,28
RealPlusSynth_EvalRealTest,entity_type,GENERAL_INFORMATION_AND_MISCELLANEOUS,0.3919,0.6744,0.4957,43
RealPlusSynth_EvalRealTest,entity_type,MARKET_AND_INDUSTRY_ANALYSIS,0.0,0.0,0.0,34
RealPlusSynth_EvalRealTest,entity_type,MEDICAL_CONDITION_OR_CLINICAL_STATE,0.2727,0.4615,0.3429,13
RealPlusSynth_EvalRealTest,entity_type,MEDICAL_SYMPTOM,0.8,0.7692,0.7843,26
RealPlusSynth_EvalRealTest,entity_type,MEDICATION_OR_DRUG,0.5385,0.5833,0.56,12
RealPlusSynth_EvalRealTest,entity_type,PERSONAL_AND_DAILY_LIFE,0.0,0.0,0.0,2
RealPlusSynth_EvalRealTest,entity_type,PRODUCT_AND_SERVICE_MANAGEMENT,0.0,0.0,0.0,7
RealPlusSynth_EvalRealTest,entity_type,REGULATORY_AND_ENVIRONMENTAL_CONTEXT,0.0,0.0,0.0,4
RealPlusSynth_EvalRealTest,entity_type,SALES_AND_CUSTOMER_ENGAGEMENT,0.0,0.0,0.0,19
RealPlusSynth_EvalRealTest,entity_type,TECHNOLOGY_AND_DIGITAL_INFRASTRUCTURE,0.0,0.0,0.0,17
RealPlusSynth_EvalRealTest,entity_type,TREATMENT_OR_HEALTHCARE,1.0,0.2667,0.4211,15
RealPlusSynth_EvalRealTest,urgency,CRITICAL,0.0,0.0,0.0,2
RealPlusSynth_EvalRealTest,urgency,HIGH,0.1667,0.0556,0.0833,18
RealPlusSynth_EvalRealTest,urgency,LOW,0.5229,0.6015,0.5594,133
RealPlusSynth_EvalRealTest,urgency,MEDIUM,0.6193,0.5989,0.6089,182
RealPlusSynth_EvalRealTest,emotion,ANGER,1.0,0.0952,0.1739,21
RealPlusSynth_EvalRealTest,emotion,DISGUST,0.3158,0.25,0.2791,24
RealPlusSynth_EvalRealTest,emotion,FEAR,0.5263,0.4167,0.4651,24
RealPlusSynth_EvalRealTest,emotion,JOY,0.2885,0.5556,0.3797,27
RealPlusSynth_EvalRealTest,emotion,NEUTRAL,0.25,0.1667,0.2,18
