Frame Index,Approximate Time (seconds),Approximate Time (milliseconds)
1149,22.98,22980.0
1150,23.0,23000.0
1151,23.02,23020.0
1152,23.04,23040.0
1153,23.06,23060.0
1154,23.080000000000002,23080.000000000004
1155,23.1,23100.0
1156,23.12,23120.0
1157,23.14,23140.0
1158,23.16,23160.0
1159,23.18,23180.0
1160,23.2,23200.0
1161,23.22,23220.0
1162,23.240000000000002,23240.000000000004
1163,23.26,23260.0
1164,23.28,23280.0
1165,23.3,23300.0
1166,23.32,23320.0
1167,23.34,23340.0
1168,23.36,23360.0
1169,23.38,23380.0
1170,23.400000000000002,23400.000000000004
1171,23.42,23420.0
1172,23.44,23440.0
1173,23.46,23460.0
1174,23.48,23480.0
1175,23.5,23500.0
1176,23.52,23520.0
1177,23.54,23540.0
1178,23.56,23560.0
1179,23.580000000000002,23580.000000000004
1180,23.6,23600.0
1181,23.62,23620.0
1182,23.64,23640.0
1183,23.66,23660.0
1184,23.68,23680.0
1185,23.7,23700.0
1186,23.72,23720.0
1187,23.740000000000002,23740.000000000004
1188,23.76,23760.0
1189,23.78,23780.0
1190,23.8,23800.0
1191,23.82,23820.0
1192,23.84,23840.0
1193,23.86,23860.0
1194,23.88,23880.0
1195,23.900000000000002,23900.000000000004
1196,23.92,23920.0
1197,23.94,23940.0
1198,23.96,23960.0
1199,23.98,23980.0
1200,24.0,24000.0
1201,24.02,24020.0
1202,24.04,24040.0
1203,24.060000000000002,24060.000000000004
1204,24.080000000000002,24080.000000000004
1205,24.1,24100.0
1206,24.12,24120.0
1207,24.14,24140.0
1208,24.16,24160.0
1209,24.18,24180.0
1210,24.2,24200.0
1211,24.22,24220.0
1212,24.240000000000002,24240.000000000004
1213,24.26,24260.0
1214,24.28,24280.0
1215,24.3,24300.0
1216,24.32,24320.0
1217,24.34,24340.0
1218,24.36,24360.0
1219,24.38,24380.0
1220,24.400000000000002,24400.000000000004
1221,24.42,24420.0
1222,24.44,24440.0
1223,24.46,24460.0
1224,24.48,24480.0
1225,24.5,24500.0
1226,24.52,24520.0
1227,24.54,24540.0
1228,24.560000000000002,24560.000000000004
1229,24.580000000000002,24580.000000000004
1230,24.6,24600.0
1231,24.62,24620.0
1232,24.64,24640.0
1233,24.66,24660.0
1234,24.68,24680.0
1235,24.7,24700.0
1236,24.72,24720.0
1237,24.740000000000002,24740.000000000004
1238,24.76,24760.0
1239,24.78,24780.0
1240,24.8,24800.0
1241,24.82,24820.0
1242,24.84,24840.0
1243,24.86,24860.0
1244,24.88,24880.0
1245,24.900000000000002,24900.000000000004
1246,24.92,24920.0
1247,24.94,24940.0
1248,24.96,24960.0
1249,24.98,24980.0
1250,25.0,25000.0
1251,25.02,25020.0
1252,25.04,25040.0
1253,25.060000000000002,25060.000000000004
1254,25.080000000000002,25080.000000000004
1255,25.1,25100.0
1256,25.12,25120.0
1257,25.14,25140.0
1258,25.16,25160.0
1259,25.18,25180.0
1260,25.2,25200.0
1261,25.22,25220.0
1262,25.240000000000002,25240.000000000004
1263,25.26,25260.0
1264,25.28,25280.0
1265,25.3,25300.0
1266,25.32,25320.0
1267,25.34,25340.0
1268,25.36,25360.0
1269,25.38,25380.0
1270,25.400000000000002,25400.000000000004
1271,25.42,25420.0
1272,25.44,25440.0
1273,25.46,25460.0
1274,25.48,25480.0
1275,25.5,25500.0
1276,25.52,25520.0
1277,25.54,25540.0
1278,25.560000000000002,25560.000000000004
1279,25.580000000000002,25580.000000000004
1280,25.6,25600.0
1281,25.62,25620.0
1282,25.64,25640.0
1283,25.66,25660.0
1284,25.68,25680.0
1285,25.7,25700.0
1286,25.72,25720.0
1287,25.740000000000002,25740.000000000004
1288,25.76,25760.0
1289,25.78,25780.0
1290,25.8,25800.0
1291,25.82,25820.0
1292,25.84,25840.0
1293,25.86,25860.0
1294,25.88,25880.0
1295,25.900000000000002,25900.000000000004
1296,25.92,25920.0
1297,25.94,25940.0
1298,25.96,25960.0
1299,25.98,25980.0
1300,26.0,26000.0
1301,26.02,26020.0
1302,26.04,26040.0
1303,26.060000000000002,26060.000000000004
1304,26.080000000000002,26080.000000000004
1305,26.1,26100.0
1306,26.12,26120.0
1307,26.14,26140.0
1308,26.16,26160.0
1309,26.18,26180.0
1310,26.2,26200.0
1311,26.22,26220.0
1312,26.240000000000002,26240.000000000004
1313,26.26,26260.0
1314,26.28,26280.0
1315,26.3,26300.0
1316,26.32,26320.0
1317,26.34,26340.0
1318,26.36,26360.0
1319,26.38,26380.0
1320,26.400000000000002,26400.000000000004
1321,26.42,26420.0
1322,26.44,26440.0
1323,26.46,26460.0
1324,26.48,26480.0
1325,26.5,26500.0
1326,26.52,26520.0
1327,26.54,26540.0
1328,26.560000000000002,26560.000000000004
1329,26.580000000000002,26580.000000000004
1330,26.6,26600.0
1331,26.62,26620.0
1332,26.64,26640.0
1333,26.66,26660.0
1334,26.68,26680.0
1335,26.7,26700.0
1336,26.72,26720.0
1337,26.740000000000002,26740.000000000004
1338,26.76,26760.0
1339,26.78,26780.0
1340,26.8,26800.0
1341,26.82,26820.0
1342,26.84,26840.0
1343,26.86,26860.0
1344,26.88,26880.0
1345,26.900000000000002,26900.000000000004
1346,26.92,26920.0
1347,26.94,26940.0
1348,26.96,26960.0
1349,26.98,26980.0
1350,27.0,27000.0
1351,27.02,27020.0
1352,27.04,27040.0
1353,27.060000000000002,27060.000000000004
1354,27.080000000000002,27080.000000000004
1355,27.1,27100.0
1356,27.12,27120.0
1357,27.14,27140.0
1358,27.16,27160.0
1359,27.18,27180.0
1360,27.2,27200.0
1361,27.22,27220.0
1362,27.240000000000002,27240.000000000004
1363,27.26,27260.0
1364,27.28,27280.0
1365,27.3,27300.0
1366,27.32,27320.0
1367,27.34,27340.0
1368,27.36,27360.0
1369,27.38,27380.0
1370,27.400000000000002,27400.000000000004
1371,27.42,27420.0
1372,27.44,27440.0
1373,27.46,27460.0
1374,27.48,27480.0
1375,27.5,27500.0
1376,27.52,27520.0
1377,27.54,27540.0
1378,27.560000000000002,27560.000000000004
1379,27.580000000000002,27580.000000000004
1380,27.6,27600.0
1381,27.62,27620.0
1382,27.64,27640.0
1383,27.66,27660.0
1384,27.68,27680.0
1385,27.7,27700.0
1386,27.72,27720.0
1387,27.740000000000002,27740.000000000004
1388,27.76,27760.0
1389,27.78,27780.0
1390,27.8,27800.0
1391,27.82,27820.0
1392,27.84,27840.0
1393,27.86,27860.0
1394,27.88,27880.0
1395,27.900000000000002,27900.000000000004
1396,27.92,27920.0
1397,27.94,27940.0
1398,27.96,27960.0
1399,27.98,27980.0
1400,28.0,28000.0
1401,28.02,28020.0
1402,28.04,28040.0
1403,28.060000000000002,28060.000000000004
1404,28.080000000000002,28080.000000000004
1405,28.1,28100.0
1406,28.12,28120.0
1407,28.14,28140.0
1408,28.16,28160.0
1409,28.18,28180.0
1410,28.2,28200.0
1411,28.22,28220.0
1412,28.240000000000002,28240.000000000004
1413,28.26,28260.0
1414,28.28,28280.0
1415,28.3,28300.0
1416,28.32,28320.0
1417,28.34,28340.0
1418,28.36,28360.0
1419,28.38,28380.0
1420,28.400000000000002,28400.000000000004
1421,28.42,28420.0
1422,28.44,28440.0
1423,28.46,28460.0
1424,28.48,28480.0
1425,28.5,28500.0
1426,28.52,28520.0
1427,28.54,28540.0
1428,28.560000000000002,28560.000000000004
1429,28.580000000000002,28580.000000000004
1430,28.6,28600.0
1431,28.62,28620.0
1432,28.64,28640.0
1433,28.66,28660.0
1434,28.68,28680.0
1435,28.7,28700.0
1436,28.72,28720.0
1437,28.740000000000002,28740.000000000004
1438,28.76,28760.0
1439,28.78,28780.0
1440,28.8,28800.0
1441,28.82,28820.0
1442,28.84,28840.0
1443,28.86,28860.0
1444,28.88,28880.0
1445,28.900000000000002,28900.000000000004
1446,28.92,28920.0
1447,28.94,28940.0
1448,28.96,28960.0
1449,28.98,28980.0
1450,29.0,29000.0
1451,29.02,29020.0
1452,29.04,29040.0
1453,29.060000000000002,29060.000000000004
1454,29.080000000000002,29080.000000000004
1455,29.1,29100.0
1456,29.12,29120.0
1457,29.14,29140.0
1458,29.16,29160.0
1459,29.18,29180.0
1460,29.2,29200.0
1461,29.22,29220.0
1462,29.240000000000002,29240.000000000004
1463,29.26,29260.0
1464,29.28,29280.0
1465,29.3,29300.0
1466,29.32,29320.0
1467,29.34,29340.0
1468,29.36,29360.0
1469,29.38,29380.0
1470,29.400000000000002,29400.000000000004
1471,29.42,29420.0
1472,29.44,29440.0
1473,29.46,29460.0
1474,29.48,29480.0
1475,29.5,29500.0
1476,29.52,29520.0
1477,29.54,29540.0
1478,29.560000000000002,29560.000000000004
1479,29.580000000000002,29580.000000000004
1480,29.6,29600.0
1481,29.62,29620.0
1482,29.64,29640.0
1483,29.66,29660.0
1484,29.68,29680.0
1485,29.7,29700.0
1486,29.72,29720.0
1487,29.740000000000002,29740.000000000004
1488,29.76,29760.0
1489,29.78,29780.0
1490,29.8,29800.0
1491,29.82,29820.0
1492,29.84,29840.0
1493,29.86,29860.0
1494,29.88,29880.0
1495,29.900000000000002,29900.000000000004
1496,29.92,29920.0
1497,29.94,29940.0
1498,29.96,29960.0
1499,29.98,29980.0
